city,property_type,amenities
CTKANG,Cottage,Balcony/Terrace
DHM,Apartment,Wifi
DHM,Homestay,Parking
DHM,Hostel,Washing Machine
DHM,Villa,Balcony/Terrace
DHM,Cottage,Balcony/Terrace
RGKANG,Apartment,Parking
RGKANG,Homestay,TV
RGKANG,Hostel,Café
RGKANG,Villa,TV
RGKANG,Cottage,TV
CTKANG,Apartment,Parking
CTKANG,Homestay,TV
CTKANG,Hostel,Café
CTKANG,Villa,TV
CTKANG,Cottage,TV
DHM,Apartment,Parking
DHM,Homestay,TV
DHM,Hostel,Café
DHM,Villa,TV
DHM,Cottage,TV
RGKANG,Apartment,Lift/Elevator
RGKANG,Homestay,Lawn
RGKANG,Hostel,Indoor Games
RGKANG,Villa,Washing Machine
RGKANG,Cottage,Washing Machine
CTKANG,Apartment,Lift/Elevator
CTKANG,Homestay,Lawn
CTKANG,Hostel,Indoor Games
CTKANG,Villa,Washing Machine
CTKANG,Cottage,Washing Machine
DHM,Apartment,Lift/Elevator
DHM,Homestay,Lawn
DHM,Hostel,Indoor Games
DHM,Villa,Washing Machine
DHM,Cottage,Washing Machine
CTXGH,Apartment,AC
CTXGH,Homestay,Caretaker
CTXGH,Hostel,AC
CTXGH,Villa,Swimming Pool
CTXGH,Cottage,Swimming Pool
XGH,Apartment,AC
XGH,Homestay,Caretaker
XGH,Hostel,AC
XGH,Villa,Swimming Pool
XGH,Cottage,Swimming Pool
CTXGH,Apartment,Caretaker
CTXGH,Homestay,Kitchen
CTXGH,Hostel,Wifi
CTXGH,Villa,Caretaker
CTXGH,Cottage,Caretaker
XGH,Apartment,Caretaker
XGH,Homestay,Kitchen
XGH,Hostel,Wifi
XGH,Villa,Caretaker
XGH,Cottage,Caretaker
CTXGH,Apartment,Kitchen
CTXGH,Homestay,AC
CTXGH,Hostel,Living Room
CTXGH,Villa,AC
CTXGH,Cottage,AC
XGH,Apartment,Kitchen
XGH,Homestay,AC
XGH,Hostel,Living Room
XGH,Villa,AC
XGH,Cottage,AC
CTXGH,Apartment,Living Room
CTXGH,Homestay,Living Room
CTXGH,Hostel,Kitchen
CTXGH,Villa,Kitchen
CTXGH,Cottage,Kitchen
XGH,Apartment,Living Room
XGH,Homestay,Living Room
XGH,Hostel,Kitchen
XGH,Villa,Kitchen
XGH,Cottage,Kitchen
CTXGH,Apartment,Balcony/Terrace
CTXGH,Homestay,Wifi
CTXGH,Hostel,Swimming Pool
CTXGH,Villa,Wifi
CTXGH,Cottage,Wifi
XGH,Apartment,Balcony/Terrace
XGH,Homestay,Wifi
XGH,Hostel,Swimming Pool
XGH,Villa,Wifi
XGH,Cottage,Wifi
CTXGH,Apartment,Wifi
CTXGH,Homestay,Balcony/Terrace
CTXGH,Hostel,Parking
CTXGH,Villa,Balcony/Terrace
CTXGH,Cottage,Balcony/Terrace
XGH,Apartment,Wifi
XGH,Homestay,Balcony/Terrace
XGH,Hostel,Parking
XGH,Villa,Balcony/Terrace
XGH,Cottage,Balcony/Terrace
CTXGH,Apartment,Lift/Elevator
CTXGH,Homestay,Parking
CTXGH,Hostel,Washing Machine
CTXGH,Villa,TV
CTXGH,Cottage,TV
XGH,Apartment,Lift/Elevator
XGH,Homestay,Parking
XGH,Hostel,Washing Machine
XGH,Villa,TV
XGH,Cottage,TV
CTXGH,Apartment,Swimming Pool
CTXGH,Homestay,TV
CTXGH,Hostel,Café
CTXGH,Villa,Washing Machine
CTXGH,Cottage,Washing Machine
XGH,Apartment,Swimming Pool
XGH,Homestay,TV
XGH,Hostel,Café
XGH,Villa,Washing Machine
XGH,Cottage,Washing Machine
RGKAMR,Apartment,Kitchen
RGKAMR,Homestay,Caretaker
RGKAMR,Hostel,Wifi
RGKAMR,Villa,Swimming Pool
RGKAMR,Cottage,Swimming Pool
CTGAU,Apartment,Kitchen
CTGAU,Homestay,Caretaker
CTGAU,Hostel,Wifi
CTGAU,Villa,Swimming Pool
CTGAU,Cottage,Swimming Pool
GAU,Apartment,Kitchen
GAU,Homestay,Caretaker
GAU,Hostel,Wifi
GAU,Villa,Swimming Pool
GAU,Cottage,Swimming Pool
RGKAMR,Apartment,Caretaker
RGKAMR,Homestay,Wifi
RGKAMR,Hostel,Bonfire
RGKAMR,Villa,Caretaker
RGKAMR,Cottage,Caretaker
CTGAU,Apartment,Caretaker
CTGAU,Homestay,Wifi
CTGAU,Hostel,Bonfire
CTGAU,Villa,Caretaker
CTGAU,Cottage,Caretaker
GAU,Apartment,Caretaker
GAU,Homestay,Wifi
GAU,Hostel,Bonfire
GAU,Villa,Caretaker
GAU,Cottage,Caretaker
RGKAMR,Apartment,Living Room
RGKAMR,Homestay,Kitchen
RGKAMR,Hostel,Living Room
RGKAMR,Villa,Wifi
RGKAMR,Cottage,Wifi
CTGAU,Apartment,Living Room
CTGAU,Homestay,Kitchen
CTGAU,Hostel,Living Room
CTGAU,Villa,Wifi
CTGAU,Cottage,Wifi
GAU,Apartment,Living Room
GAU,Homestay,Kitchen
GAU,Hostel,Living Room
GAU,Villa,Wifi
GAU,Cottage,Wifi
RGKAMR,Apartment,Balcony/Terrace
RGKAMR,Homestay,Living Room
RGKAMR,Hostel,Kitchen
RGKAMR,Villa,Kitchen
RGKAMR,Cottage,Kitchen
CTGAU,Apartment,Balcony/Terrace
CTGAU,Homestay,Living Room
CTGAU,Hostel,Kitchen
CTGAU,Villa,Kitchen
CTGAU,Cottage,Kitchen
GAU,Apartment,Balcony/Terrace
GAU,Homestay,Living Room
GAU,Hostel,Kitchen
GAU,Villa,Kitchen
GAU,Cottage,Kitchen
RGKAMR,Apartment,TV
RGKAMR,Homestay,Balcony/Terrace
RGKAMR,Hostel,Parking
RGKAMR,Villa,Bonfire/Fireplace
RGKAMR,Cottage,Bonfire/Fireplace
CTGAU,Apartment,TV
CTGAU,Homestay,Balcony/Terrace
CTGAU,Hostel,Parking
CTGAU,Villa,Bonfire/Fireplace
CTGAU,Cottage,Bonfire/Fireplace
GAU,Apartment,TV
GAU,Homestay,Balcony/Terrace
GAU,Hostel,Parking
GAU,Villa,Bonfire/Fireplace
GAU,Cottage,Bonfire/Fireplace
RGKAMR,Apartment,Wifi
RGKAMR,Homestay,Parking
RGKAMR,Hostel,Washing Machine
RGKAMR,Villa,Balcony/Terrace
RGKAMR,Cottage,Balcony/Terrace
CTGAU,Apartment,Wifi
CTGAU,Homestay,Parking
CTGAU,Hostel,Washing Machine
CTGAU,Villa,Balcony/Terrace
CTGAU,Cottage,Balcony/Terrace
GAU,Apartment,Wifi
GAU,Homestay,Parking
GAU,Hostel,Washing Machine
GAU,Villa,Balcony/Terrace
GAU,Cottage,Balcony/Terrace
RGKAMR,Apartment,Parking
RGKAMR,Homestay,TV
RGKAMR,Hostel,Café
RGKAMR,Villa,TV
RGKAMR,Cottage,TV
CTGAU,Apartment,Parking
CTGAU,Homestay,TV
CTGAU,Hostel,Café
CTGAU,Villa,TV
CTGAU,Cottage,TV
GAU,Apartment,Parking
GAU,Homestay,TV
GAU,Hostel,Café
GAU,Villa,TV
GAU,Cottage,TV
RGKAMR,Apartment,Lift/Elevator
RGKAMR,Homestay,Lawn
RGKAMR,Hostel,Indoor Games
RGKAMR,Villa,Washing Machine
RGKAMR,Cottage,Washing Machine
CTGAU,Apartment,Lift/Elevator
CTGAU,Homestay,Lawn
CTGAU,Hostel,Indoor Games
CTGAU,Villa,Washing Machine
CTGAU,Cottage,Washing Machine
GAU,Apartment,Lift/Elevator
GAU,Homestay,Lawn
GAU,Hostel,Indoor Games
GAU,Villa,Washing Machine
GAU,Cottage,Washing Machine
CTXMS,Apartment,Kitchen
CTXMS,Homestay,Caretaker
CTXMS,Hostel,Wifi
CTXMS,Villa,Swimming Pool
CTXMS,Cottage,Swimming Pool
XMS,Apartment,Kitchen
XMS,Homestay,Caretaker
XMS,Hostel,Wifi
XMS,Villa,Swimming Pool
XMS,Cottage,Swimming Pool
CTXMS,Apartment,Caretaker
CTXMS,Homestay,Wifi
CTXMS,Hostel,Bonfire
CTXMS,Villa,Caretaker
CTXMS,Cottage,Caretaker
XMS,Apartment,Caretaker
XMS,Homestay,Wifi
XMS,Hostel,Bonfire
XMS,Villa,Caretaker
XMS,Cottage,Caretaker
CTXMS,Apartment,Living Room
CTXMS,Homestay,Kitchen
CTXMS,Hostel,Living Room
CTXMS,Villa,Wifi
CTXMS,Cottage,Wifi
XMS,Apartment,Living Room
XMS,Homestay,Kitchen
XMS,Hostel,Living Room
XMS,Villa,Wifi
XMS,Cottage,Wifi
CTXMS,Apartment,Balcony/Terrace
CTXMS,Homestay,Living Room
CTXMS,Hostel,Kitchen
CTXMS,Villa,Kitchen
CTXMS,Cottage,Kitchen
XMS,Apartment,Balcony/Terrace
XMS,Homestay,Living Room
XMS,Hostel,Kitchen
XMS,Villa,Kitchen
XMS,Cottage,Kitchen
CTXMS,Apartment,TV
CTXMS,Homestay,Balcony/Terrace
CTXMS,Hostel,Parking
CTXMS,Villa,Bonfire/Fireplace
CTXMS,Cottage,Bonfire/Fireplace
XMS,Apartment,TV
XMS,Homestay,Balcony/Terrace
XMS,Hostel,Parking
XMS,Villa,Bonfire/Fireplace
XMS,Cottage,Bonfire/Fireplace
CTXMS,Apartment,Wifi
CTXMS,Homestay,Parking
CTXMS,Hostel,Washing Machine
CTXMS,Villa,Balcony/Terrace
CTXMS,Cottage,Balcony/Terrace
XMS,Apartment,Wifi
XMS,Homestay,Parking
XMS,Hostel,Washing Machine
XMS,Villa,Balcony/Terrace
XMS,Cottage,Balcony/Terrace
CTXMS,Apartment,Parking
CTXMS,Homestay,TV
CTXMS,Hostel,Café
CTXMS,Villa,TV
CTXMS,Cottage,TV
XMS,Apartment,Parking
XMS,Homestay,TV
XMS,Hostel,Café
XMS,Villa,TV
XMS,Cottage,TV
CTXMS,Apartment,Lift/Elevator
CTXMS,Homestay,Lawn
CTXMS,Hostel,Indoor Games
CTXMS,Villa,Washing Machine
CTXMS,Cottage,Washing Machine
XMS,Apartment,Lift/Elevator
XMS,Homestay,Lawn
XMS,Hostel,Indoor Games
XMS,Villa,Washing Machine
XMS,Cottage,Washing Machine
RGDED,Apartment,Kitchen
RGDED,Homestay,Caretaker
RGDED,Hostel,Wifi
RGDED,Villa,Swimming Pool
RGDED,Cottage,Swimming Pool
CTDED,Apartment,Kitchen
CTDED,Homestay,Caretaker
CTDED,Hostel,Wifi
CTDED,Villa,Swimming Pool
CTDED,Cottage,Swimming Pool
DED,Apartment,Kitchen
DED,Homestay,Caretaker
DED,Hostel,Wifi
DED,Villa,Swimming Pool
DED,Cottage,Swimming Pool
RGDED,Apartment,Caretaker
RGDED,Homestay,Wifi
RGDED,Hostel,Bonfire
RGDED,Villa,Caretaker
RGDED,Cottage,Caretaker
CTDED,Apartment,Caretaker
CTDED,Homestay,Wifi
CTDED,Hostel,Bonfire
CTDED,Villa,Caretaker
CTDED,Cottage,Caretaker
DED,Apartment,Caretaker
DED,Homestay,Wifi
DED,Hostel,Bonfire
DED,Villa,Caretaker
DED,Cottage,Caretaker
RGDED,Apartment,Living Room
RGDED,Homestay,Kitchen
RGDED,Hostel,Living Room
RGDED,Villa,Wifi
RGDED,Cottage,Wifi
CTDED,Apartment,Living Room
CTDED,Homestay,Kitchen
CTDED,Hostel,Living Room
CTDED,Villa,Wifi
CTDED,Cottage,Wifi
DED,Apartment,Living Room
DED,Homestay,Kitchen
DED,Hostel,Living Room
DED,Villa,Wifi
DED,Cottage,Wifi
RGDED,Apartment,Balcony/Terrace
RGDED,Homestay,Living Room
RGDED,Hostel,Kitchen
RGDED,Villa,Kitchen
RGDED,Cottage,Kitchen
CTDED,Apartment,Balcony/Terrace
CTDED,Homestay,Living Room
CTDED,Hostel,Kitchen
CTDED,Villa,Kitchen
CTDED,Cottage,Kitchen
DED,Apartment,Balcony/Terrace
DED,Homestay,Living Room
DED,Hostel,Kitchen
DED,Villa,Kitchen
DED,Cottage,Kitchen
RGDED,Apartment,TV
RGDED,Homestay,Balcony/Terrace
RGDED,Hostel,Parking
RGDED,Villa,Bonfire/Fireplace
RGDED,Cottage,Bonfire/Fireplace
CTDED,Apartment,TV
CTDED,Homestay,Balcony/Terrace
CTDED,Hostel,Parking
CTDED,Villa,Bonfire/Fireplace
CTDED,Cottage,Bonfire/Fireplace
DED,Apartment,TV
DED,Homestay,Balcony/Terrace
DED,Hostel,Parking
DED,Villa,Bonfire/Fireplace
DED,Cottage,Bonfire/Fireplace
RGDED,Apartment,Wifi
RGDED,Homestay,Parking
RGDED,Hostel,Washing Machine
RGDED,Villa,Balcony/Terrace
RGDED,Cottage,Balcony/Terrace
CTDED,Apartment,Wifi
CTDED,Homestay,Parking
CTDED,Hostel,Washing Machine
CTDED,Villa,Balcony/Terrace
CTDED,Cottage,Balcony/Terrace
DED,Apartment,Wifi
DED,Homestay,Parking
DED,Hostel,Washing Machine
DED,Villa,Balcony/Terrace
DED,Cottage,Balcony/Terrace
RGDED,Apartment,Parking
RGDED,Homestay,TV
RGDED,Hostel,Café
RGDED,Villa,TV
RGDED,Cottage,TV
CTDED,Apartment,Parking
CTDED,Homestay,TV
CTDED,Hostel,Café
CTDED,Villa,TV
CTDED,Cottage,TV
DED,Apartment,Parking
DED,Homestay,TV
DED,Hostel,Café
DED,Villa,TV
DED,Cottage,TV
RGDED,Apartment,Lift/Elevator
RGDED,Homestay,Lawn
RGDED,Hostel,Indoor Games
RGDED,Villa,Washing Machine
RGDED,Cottage,Washing Machine
CTDED,Apartment,Lift/Elevator
CTDED,Homestay,Lawn
CTDED,Hostel,Indoor Games
CTDED,Villa,Washing Machine
CTDED,Cottage,Washing Machine
DED,Apartment,Lift/Elevator
DED,Homestay,Lawn
DED,Hostel,Indoor Games
DED,Villa,Washing Machine
DED,Cottage,Washing Machine
RGIXB,Apartment,Kitchen
RGIXB,Homestay,Caretaker
RGIXB,Hostel,Wifi
RGIXB,Villa,Swimming Pool
RGIXB,Cottage,Swimming Pool
CTIXB,Apartment,Kitchen
CTIXB,Homestay,Caretaker
CTIXB,Hostel,Wifi
CTIXB,Villa,Swimming Pool
CTIXB,Cottage,Swimming Pool
IXB,Apartment,Kitchen
IXB,Homestay,Caretaker
IXB,Hostel,Wifi
IXB,Villa,Swimming Pool
IXB,Cottage,Swimming Pool
RGIXB,Apartment,Caretaker
RGIXB,Homestay,Wifi
RGIXB,Hostel,Bonfire
RGIXB,Villa,Caretaker
RGIXB,Cottage,Caretaker
CTIXB,Apartment,Caretaker
CTIXB,Homestay,Wifi
CTIXB,Hostel,Bonfire
CTIXB,Villa,Caretaker
CTIXB,Cottage,Caretaker
IXB,Apartment,Caretaker
IXB,Homestay,Wifi
IXB,Hostel,Bonfire
IXB,Villa,Caretaker
IXB,Cottage,Caretaker
RGIXB,Apartment,Living Room
RGIXB,Homestay,Kitchen
RGIXB,Hostel,Living Room
RGIXB,Villa,Wifi
RGIXB,Cottage,Wifi
CTIXB,Apartment,Living Room
CTIXB,Homestay,Kitchen
CTIXB,Hostel,Living Room
CTIXB,Villa,Wifi
CTIXB,Cottage,Wifi
IXB,Apartment,Living Room
IXB,Homestay,Kitchen
IXB,Hostel,Living Room
IXB,Villa,Wifi
IXB,Cottage,Wifi
RGIXB,Apartment,Balcony/Terrace
RGIXB,Homestay,Living Room
RGIXB,Hostel,Kitchen
RGIXB,Villa,Kitchen
RGIXB,Cottage,Kitchen
CTIXB,Apartment,Balcony/Terrace
CTIXB,Homestay,Living Room
CTIXB,Hostel,Kitchen
CTIXB,Villa,Kitchen
CTIXB,Cottage,Kitchen
IXB,Apartment,Balcony/Terrace
IXB,Homestay,Living Room
IXB,Hostel,Kitchen
IXB,Villa,Kitchen
IXB,Cottage,Kitchen
RGIXB,Apartment,TV
RGIXB,Homestay,Balcony/Terrace
RGIXB,Hostel,Parking
RGIXB,Villa,Bonfire/Fireplace
RGIXB,Cottage,Bonfire/Fireplace
CTIXB,Apartment,TV
CTIXB,Homestay,Balcony/Terrace
CTIXB,Hostel,Parking
CTIXB,Villa,Bonfire/Fireplace
CTIXB,Cottage,Bonfire/Fireplace
IXB,Apartment,TV
IXB,Homestay,Balcony/Terrace
IXB,Hostel,Parking
IXB,Villa,Bonfire/Fireplace
IXB,Cottage,Bonfire/Fireplace
RGIXB,Apartment,Wifi
RGIXB,Homestay,Parking
RGIXB,Hostel,Washing Machine
RGIXB,Villa,Balcony/Terrace
RGIXB,Cottage,Balcony/Terrace
CTIXB,Apartment,Wifi
CTIXB,Homestay,Parking
CTIXB,Hostel,Washing Machine
CTIXB,Villa,Balcony/Terrace
CTIXB,Cottage,Balcony/Terrace
IXB,Apartment,Wifi
IXB,Homestay,Parking
IXB,Hostel,Washing Machine
IXB,Villa,Balcony/Terrace
IXB,Cottage,Balcony/Terrace
RGIXB,Apartment,Parking
RGIXB,Homestay,TV
RGIXB,Hostel,Café
RGIXB,Villa,TV
RGIXB,Cottage,TV
CTIXB,Apartment,Parking
CTIXB,Homestay,TV
CTIXB,Hostel,Café
CTIXB,Villa,TV
CTIXB,Cottage,TV
IXB,Apartment,Parking
IXB,Homestay,TV
IXB,Hostel,Café
IXB,Villa,TV
IXB,Cottage,TV
RGIXB,Apartment,Lift/Elevator
RGIXB,Homestay,Lawn
RGIXB,Hostel,Indoor Games
RGIXB,Villa,Washing Machine
RGIXB,Cottage,Washing Machine
CTIXB,Apartment,Lift/Elevator
CTIXB,Homestay,Lawn
CTIXB,Hostel,Indoor Games
CTIXB,Villa,Washing Machine
CTIXB,Cottage,Washing Machine
IXB,Apartment,Lift/Elevator
IXB,Homestay,Lawn
IXB,Hostel,Indoor Games
IXB,Villa,Washing Machine
IXB,Cottage,Washing Machine
CTXVB,Apartment,Kitchen
CTXVB,Homestay,Caretaker
CTXVB,Hostel,Wifi
CTXVB,Villa,Swimming Pool
CTXVB,Cottage,Swimming Pool
XVB,Apartment,Kitchen
XVB,Homestay,Caretaker
XVB,Hostel,Wifi
XVB,Villa,Swimming Pool
XVB,Cottage,Swimming Pool
CTXVB,Apartment,Caretaker
CTXVB,Homestay,Wifi
CTXVB,Hostel,Bonfire
CTXVB,Villa,Caretaker
CTXVB,Cottage,Caretaker
XVB,Apartment,Caretaker
XVB,Homestay,Wifi
XVB,Hostel,Bonfire
XVB,Villa,Caretaker
XVB,Cottage,Caretaker
CTXVB,Apartment,Living Room
CTXVB,Homestay,Kitchen
CTXVB,Hostel,Living Room
CTXVB,Villa,Wifi
CTXVB,Cottage,Wifi
XVB,Apartment,Living Room
XVB,Homestay,Kitchen
XVB,Hostel,Living Room
XVB,Villa,Wifi
XVB,Cottage,Wifi
CTXVB,Apartment,Balcony/Terrace
CTXVB,Homestay,Living Room
CTXVB,Hostel,Kitchen
CTXVB,Villa,Kitchen
CTXVB,Cottage,Kitchen
XVB,Apartment,Balcony/Terrace
XVB,Homestay,Living Room
XVB,Hostel,Kitchen
XVB,Villa,Kitchen
XVB,Cottage,Kitchen
CTXVB,Apartment,TV
CTXVB,Homestay,Balcony/Terrace
CTXVB,Hostel,Parking
CTXVB,Villa,Bonfire/Fireplace
CTXVB,Cottage,Bonfire/Fireplace
XVB,Apartment,TV
XVB,Homestay,Balcony/Terrace
XVB,Hostel,Parking
XVB,Villa,Bonfire/Fireplace
XVB,Cottage,Bonfire/Fireplace
CTXVB,Apartment,Wifi
CTXVB,Homestay,Parking
CTXVB,Hostel,Washing Machine
CTXVB,Villa,Balcony/Terrace
CTXVB,Cottage,Balcony/Terrace
XVB,Apartment,Wifi
XVB,Homestay,Parking
XVB,Hostel,Washing Machine
XVB,Villa,Balcony/Terrace
XVB,Cottage,Balcony/Terrace
CTXVB,Apartment,Parking
CTXVB,Homestay,TV
CTXVB,Hostel,Café
CTXVB,Villa,TV
CTXVB,Cottage,TV
XVB,Apartment,Parking
XVB,Homestay,TV
XVB,Hostel,Café
XVB,Villa,TV
XVB,Cottage,TV
CTXVB,Apartment,Lift/Elevator
CTXVB,Homestay,Lawn
CTXVB,Hostel,Indoor Games
CTXVB,Villa,Washing Machine
CTXVB,Cottage,Washing Machine
XVB,Apartment,Lift/Elevator
XVB,Homestay,Lawn
XVB,Hostel,Indoor Games
XVB,Villa,Washing Machine
XVB,Cottage,Washing Machine
RGXPR,Apartment,AC
RGXPR,Homestay,Caretaker
RGXPR,Hostel,AC
RGXPR,Villa,Swimming Pool
RGXPR,Cottage,Swimming Pool
CTXPR,Apartment,AC
CTXPR,Homestay,Caretaker
CTXPR,Hostel,AC
CTXPR,Villa,Swimming Pool
CTXPR,Cottage,Swimming Pool
XPR,Apartment,AC
XPR,Homestay,Caretaker
XPR,Hostel,AC
XPR,Villa,Swimming Pool
XPR,Cottage,Swimming Pool
RGXPR,Apartment,Caretaker
RGXPR,Homestay,Kitchen
RGXPR,Hostel,Wifi
RGXPR,Villa,Caretaker
RGXPR,Cottage,Caretaker
CTXPR,Apartment,Caretaker
CTXPR,Homestay,Kitchen
CTXPR,Hostel,Wifi
CTXPR,Villa,Caretaker
CTXPR,Cottage,Caretaker
XPR,Apartment,Caretaker
XPR,Homestay,Kitchen
XPR,Hostel,Wifi
XPR,Villa,Caretaker
XPR,Cottage,Caretaker
RGXPR,Apartment,Kitchen
RGXPR,Homestay,AC
RGXPR,Hostel,Living Room
RGXPR,Villa,AC
RGXPR,Cottage,AC
CTXPR,Apartment,Kitchen
CTXPR,Homestay,AC
CTXPR,Hostel,Living Room
CTXPR,Villa,AC
CTXPR,Cottage,AC
XPR,Apartment,Kitchen
XPR,Homestay,AC
XPR,Hostel,Living Room
XPR,Villa,AC
XPR,Cottage,AC
RGXPR,Apartment,Living Room
RGXPR,Homestay,Living Room
RGXPR,Hostel,Kitchen
RGXPR,Villa,Kitchen
RGXPR,Cottage,Kitchen
CTXPR,Apartment,Living Room
CTXPR,Homestay,Living Room
CTXPR,Hostel,Kitchen
CTXPR,Villa,Kitchen
CTXPR,Cottage,Kitchen
XPR,Apartment,Living Room
XPR,Homestay,Living Room
XPR,Hostel,Kitchen
XPR,Villa,Kitchen
XPR,Cottage,Kitchen
RGXPR,Apartment,Balcony/Terrace
RGXPR,Homestay,Wifi
RGXPR,Hostel,Swimming Pool
RGXPR,Villa,Wifi
RGXPR,Cottage,Wifi
CTXPR,Apartment,Balcony/Terrace
CTXPR,Homestay,Wifi
CTXPR,Hostel,Swimming Pool
CTXPR,Villa,Wifi
CTXPR,Cottage,Wifi
XPR,Apartment,Balcony/Terrace
XPR,Homestay,Wifi
XPR,Hostel,Swimming Pool
XPR,Villa,Wifi
XPR,Cottage,Wifi
RGXPR,Apartment,Wifi
RGXPR,Homestay,Balcony/Terrace
RGXPR,Hostel,Parking
RGXPR,Villa,Balcony/Terrace
RGXPR,Cottage,Balcony/Terrace
CTXPR,Apartment,Wifi
CTXPR,Homestay,Balcony/Terrace
CTXPR,Hostel,Parking
CTXPR,Villa,Balcony/Terrace
CTXPR,Cottage,Balcony/Terrace
XPR,Apartment,Wifi
XPR,Homestay,Balcony/Terrace
XPR,Hostel,Parking
XPR,Villa,Balcony/Terrace
XPR,Cottage,Balcony/Terrace
RGXPR,Apartment,Lift/Elevator
RGXPR,Homestay,Parking
RGXPR,Hostel,Washing Machine
RGXPR,Villa,TV
RGXPR,Cottage,TV
CTXPR,Apartment,Lift/Elevator
CTXPR,Homestay,Parking
CTXPR,Hostel,Washing Machine
CTXPR,Villa,TV
CTXPR,Cottage,TV
XPR,Apartment,Lift/Elevator
XPR,Homestay,Parking
XPR,Hostel,Washing Machine
XPR,Villa,TV
XPR,Cottage,TV
RGXPR,Apartment,Swimming Pool
RGXPR,Homestay,TV
RGXPR,Hostel,Café
RGXPR,Villa,Washing Machine
RGXPR,Cottage,Washing Machine
CTXPR,Apartment,Swimming Pool
CTXPR,Homestay,TV
CTXPR,Hostel,Café
CTXPR,Villa,Washing Machine
CTXPR,Cottage,Washing Machine
XPR,Apartment,Swimming Pool
XPR,Homestay,TV
XPR,Hostel,Café
XPR,Villa,Washing Machine
XPR,Cottage,Washing Machine
RGEASTS,Apartment,Kitchen
RGEASTS,Homestay,Caretaker
RGEASTS,Hostel,Wifi
RGEASTS,Villa,Swimming Pool
RGEASTS,Cottage,Swimming Pool
CTXGA,Apartment,Kitchen
CTXGA,Homestay,Caretaker
CTXGA,Hostel,Wifi
CTXGA,Villa,Swimming Pool
CTXGA,Cottage,Swimming Pool
XGA,Apartment,Kitchen
XGA,Homestay,Caretaker
XGA,Hostel,Wifi
XGA,Villa,Swimming Pool
XGA,Cottage,Swimming Pool
RGEASTS,Apartment,Caretaker
RGEASTS,Homestay,Wifi
RGEASTS,Hostel,Bonfire
RGEASTS,Villa,Caretaker
RGEASTS,Cottage,Caretaker
CTXGA,Apartment,Caretaker
CTXGA,Homestay,Wifi
CTXGA,Hostel,Bonfire
CTXGA,Villa,Caretaker
CTXGA,Cottage,Caretaker
XGA,Apartment,Caretaker
XGA,Homestay,Wifi
XGA,Hostel,Bonfire
XGA,Villa,Caretaker
XGA,Cottage,Caretaker
RGEASTS,Apartment,Living Room
RGEASTS,Homestay,Kitchen
RGEASTS,Hostel,Living Room
RGEASTS,Villa,Wifi
RGEASTS,Cottage,Wifi
CTXGA,Apartment,Living Room
CTXGA,Homestay,Kitchen
CTXGA,Hostel,Living Room
CTXGA,Villa,Wifi
CTXGA,Cottage,Wifi
XGA,Apartment,Living Room
XGA,Homestay,Kitchen
XGA,Hostel,Living Room
XGA,Villa,Wifi
XGA,Cottage,Wifi
RGEASTS,Apartment,Balcony/Terrace
RGEASTS,Homestay,Living Room
RGEASTS,Hostel,Kitchen
RGEASTS,Villa,Kitchen
RGEASTS,Cottage,Kitchen
CTXGA,Apartment,Balcony/Terrace
CTXGA,Homestay,Living Room
CTXGA,Hostel,Kitchen
CTXGA,Villa,Kitchen
CTXGA,Cottage,Kitchen
XGA,Apartment,Balcony/Terrace
XGA,Homestay,Living Room
XGA,Hostel,Kitchen
XGA,Villa,Kitchen
XGA,Cottage,Kitchen
RGEASTS,Apartment,TV
RGEASTS,Homestay,Balcony/Terrace
RGEASTS,Hostel,Parking
RGEASTS,Villa,Bonfire/Fireplace
RGEASTS,Cottage,Bonfire/Fireplace
CTXGA,Apartment,TV
CTXGA,Homestay,Balcony/Terrace
CTXGA,Hostel,Parking
CTXGA,Villa,Bonfire/Fireplace
CTXGA,Cottage,Bonfire/Fireplace
XGA,Apartment,TV
XGA,Homestay,Balcony/Terrace
XGA,Hostel,Parking
XGA,Villa,Bonfire/Fireplace
XGA,Cottage,Bonfire/Fireplace
RGEASTS,Apartment,Wifi
RGEASTS,Homestay,Parking
RGEASTS,Hostel,Washing Machine
RGEASTS,Villa,Balcony/Terrace
RGEASTS,Cottage,Balcony/Terrace
CTXGA,Apartment,Wifi
CTXGA,Homestay,Parking
CTXGA,Hostel,Washing Machine
CTXGA,Villa,Balcony/Terrace
CTXGA,Cottage,Balcony/Terrace
XGA,Apartment,Wifi
XGA,Homestay,Parking
XGA,Hostel,Washing Machine
XGA,Villa,Balcony/Terrace
XGA,Cottage,Balcony/Terrace
RGEASTS,Apartment,Parking
RGEASTS,Homestay,TV
RGEASTS,Hostel,Café
RGEASTS,Villa,TV
RGEASTS,Cottage,TV
CTXGA,Apartment,Parking
CTXGA,Homestay,TV
CTXGA,Hostel,Café
CTXGA,Villa,TV
CTXGA,Cottage,TV
XGA,Apartment,Parking
XGA,Homestay,TV
XGA,Hostel,Café
XGA,Villa,TV
XGA,Cottage,TV
RGEASTS,Apartment,Lift/Elevator
RGEASTS,Homestay,Lawn
RGEASTS,Hostel,Indoor Games
RGEASTS,Villa,Washing Machine
RGEASTS,Cottage,Washing Machine
CTXGA,Apartment,Lift/Elevator
CTXGA,Homestay,Lawn
CTXGA,Hostel,Indoor Games
